ParticipantID;TypeOfQuestion;TypeOfStimuli;WordOrder;ResponseAcceptabilityJudgement;RT
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1150
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3080
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;966
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2023
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1517
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2153
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2243
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3822
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2731
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2357
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1356
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2316
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1866
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2849
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1791
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1478
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1132
31e6496931b3c5161057a3820a8435f1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2816
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2656
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;6214
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2425
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3581
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;6681
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3069
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Congruent;Correct;2551
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2686
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Congruent;Correct;5477
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;4715
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Congruent;Correct;5035
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1979
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1402
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2179
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;3541
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2751
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2451
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2369
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Congruent;Wrong;1923
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;3334
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Congruent;Wrong;2056
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;5166
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2749
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;4115
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2482
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Incongruent;Wrong;1682
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2609
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2730
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3808
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2635
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2499
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3280
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2645
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2163
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3305
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3646
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;4059
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;4405
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2449
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;4998
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3188
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2228
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1947
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3073
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3771
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3116
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;4422
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;6556
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3176
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2547
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3768
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Correct;4146
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;3220
343c164dc899b37975164cf52836aaf3;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2874
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2140
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;4434
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;4387
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3090
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;3385
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3037
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3073
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;5390
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3337
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;4009
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Congruent;Correct;2568
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;3479
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;3591
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2374
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;5738
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2048
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2700
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;3355
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2288
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1858
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2388
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;3043
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;6619
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;2911
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2862
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;3305
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2299
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3440
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;4370
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;5038
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3378
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;5601
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1568
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;4674
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1801
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;4124
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;4171
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3892
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3009
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3690
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2823
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;9045
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3923
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3775
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3032
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Correct;5104
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;3532
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3834
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;3913
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2766
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2723
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2475
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;2953
39a7c64bb9ce89f113bbc219cb7419e1-1;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;3127
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2018
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;2375
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2101
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1640
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Congruent;Neither;2386
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Size-Nationality;Incongruent;Neither;2196
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Congruent;Correct;4081
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Incongruent;Wrong;3484
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Congruent;Neither;3499
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Incongruent;Neither;2944
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Congruent;Correct;2900
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;4789
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2147
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1642
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2574
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Neither;3012
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Neither;2856
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Neither;2386
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1729
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1563
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1848
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1701
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1654
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1536
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1623
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;2024
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1638
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2071
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1658
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2041
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1909
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1448
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1661
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1268
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1166
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2025
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1353
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2016
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1488
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2212
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Neither;2163
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2551
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3484
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2289
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2240
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2511
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1861
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;2095
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2066
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1991
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1524
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1878
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;2708
39a7c64bb9ce89f113bbc219cb7419e1-2;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1915
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1236
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1316
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1128
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;751
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1160
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Size-Nationality;Incongruent;Neither;3845
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Congruent;Correct;2347
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2173
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1291
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1913
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1063
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2048
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1632
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1026
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1432
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1573
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1097
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Neither;2704
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;963
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1153
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1226
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1357
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;2169
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1116
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1206
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Incongruent;Correct;1017
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerAcceptable;Congruent;Correct;1179
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1483
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1098
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1017
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;835
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;896
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;3634
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;714
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;811
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;949
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;988
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1605
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;620
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1250
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;722
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1412
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1098
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Correct;1544
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1139
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1687
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1442
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1373
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Correct;1530
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Correct;934
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;1953
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1655
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Congruent;Wrong;4617
3d5ed9013b8939d31ffaf17e1fe0ea07;AcceptabilityJudgement;FillerUnacceptable;Incongruent;Wrong;1636
40958c6e6177186bbe39628ab5bc4d4d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1890
40958c6e6177186bbe39628ab5bc4d4d;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;2630
40958c6e6177186bbe39628ab5bc4d4d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2045
40958c6e6177186bbe39628ab5bc4d4d;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1421
40958c6e6177186bbe39628ab5bc4d4d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;3252
