ParticipantID;TypeOfQuestion;TypeOfStimuli;WordOrder;ResponseAcceptabilityJudgement;RT
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1591
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;5504
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1333
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1543
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1815
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3059
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1700
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2745
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3237
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2911
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1878
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;3796
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Wrong;1168
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2429
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2189
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Neither;3171
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1404
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2698
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1135
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1008
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2078
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1256
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;3722
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2063
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1351
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2081
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1182
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1398
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1396
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1380
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1442
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Correct;1536
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1597
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1102
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1178
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Correct;1769
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1394
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1231
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;835
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1434
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1937
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2472
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1885
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1259
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2154
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1891
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1427
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2919
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4255
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1829
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1580
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1389
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2167
00e0b159cf5b9abcc73b92506d8b1c38;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1167
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1578
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1719
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2998
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;2359
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1206
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1239
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1433
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1942
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1831
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1641
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1529
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1237
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2407
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1700
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1126
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1396
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1671
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1810
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1456
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1078
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1557
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2580
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1288
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1722
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1942
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1383
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1521
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1173
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1984
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1435
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1668
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1203
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1669
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1318
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2135
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2981
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Correct;1125
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2068
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1430
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1347
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2150
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1985
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1878
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4279
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1382
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1799
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1561
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2214
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2411
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1971
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1461
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1720
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2100
021a49cde484f8fa18439f026ec99459;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1520
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2715
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1657
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1312
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1576
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;3033
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3177
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3393
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;3822
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3915
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2513
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Congruent;Correct;4568
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;2860
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2725
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2124
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1739
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2054
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;4047
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1722
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1139
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1653
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2144
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;3107
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1869
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1931
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2607
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2406
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1497
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2094
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2002
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1706
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1909
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2052
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2290
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3221
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2994
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1632
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2040
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3551
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1345
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1958
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1695
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2877
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2852
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2643
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1789
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2026
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1653
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Neither;5431
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1870
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2733
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1678
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2324
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Correct;1917
02810ff2a65eae2b3e54ac57d906309d;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3019
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;3632
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;4265
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2889
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1467
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;4248
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;3483
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Congruent;Correct;4895
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;4264
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Congruent;Correct;2198
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;4281
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Congruent;Correct;6156
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;5534
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2921
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;3202
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;4621
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;2183
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;2080
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;5648
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2614
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;4231
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;4289
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;3736
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2775
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2827
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;7004
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;2145
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerAcceptable;NA;Correct;3282
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2604
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1811
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;12613
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2369
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3214
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4231
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3758
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2112
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2467
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2030
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3939
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3331
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3453
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3177
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4374
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4262
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4411
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1787
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4357
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3700
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4297
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1612
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2789
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;6293
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2366
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;3489
037c50e80288a89b13f4c77e0b825789;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;4676
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;2272
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1519
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1833
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1322
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Congruent;Correct;1373
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Size-Nationality;Incongruent;Correct;1665
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1436
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1598
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Congruent;Correct;3069
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1899
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Congruent;Correct;1677
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;Shape-Color;Incongruent;Correct;1161
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1312
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1462
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1274
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1864
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Congruent;Correct;1340
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;SubjectiveComment-Material;Incongruent;Correct;1255
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1705
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1998
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1372
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1856
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1685
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1172
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1922
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1035
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerAcceptable;NA;Correct;1160
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1206
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1624
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1352
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1450
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1624
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1472
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1676
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1387
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;1785
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2136
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2147
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;9464
054635a48143f6d4dd711cbb00b9f6fd;AcceptabilityJudgement;FillerUnacceptable;NA;Wrong;2017
